DOW,53.040001,53.400002,52.380001,52.669998,7772100,48.678394
MMM,144.449997,144.449997,143.50,143.940002,2135400,136.72996
MRK,59.880001,60.130001,59.259998,59.549999,7021800,55.830733
MSFT,46.91,47.02,46.599998,46.700001,38244700,44.267883
PFE,29.469999,29.60,29.34,29.43,18204700,27.476948
TRV,92.769997,93.00,92.32,92.419998,1539200,88.334825
UNH,87.239998,87.239998,85.860001,86.18,2582400,83.363681
UTX,108.209999,108.639999,107.949997,108.349998,2920400,103.130459
V,214.880005,215.75,212.75,214.039993,8710800,52.745221
VZ,49.00,49.00,48.259998,48.400002,15339200,43.669735
DIS,90.099998,90.199997,89.25,89.669998,3870200,86.841055
AAL,38.09,38.509998,37.630001,37.650002,8229200,36.823929
DAL,39.43,39.959999,39.299999,39.689999,8266700,38.763365
LUV,33.599998,34.349998,33.450001,33.869999,7037900,33.362898
UAL,51.040001,51.48,50.369999,50.41,5294800,50.41
ATVI,23.799999,23.870001,23.17,23.389999,8784900,22.966117
AAPL,101.209999,102.190002,101.080002,101.660004,62626100,97.359181
CSCO,25.16,25.26,25.07,25.16,33197300,23.413482
GOOGL,590.390015,591.47998,583.280029,584.900024,1851500,584.900024
FB,78.019997,78.300003,77.099998,77.480003,26676800,77.480003
TWTR,52.549999,52.82,52.02,52.110001,22986500,52.110001
MSFT,46.91,47.02,46.599998,46.700001,38244700,44.267883
IBM,191.470001,191.600006,190.570007,191.279999,2901000,178.826779
ORCL,40.740002,40.740002,40.400002,40.50,11912300,39.210245
AMZN,329.559998,332.890015,328.790009,331.190002,3429300,331.190002
LMT,174.169998,174.990005,173.710007,174.429993,759400,164.432622
BOE,14.44,14.44,14.37,14.39,160300,11.861759
NOC,129.75,130.309998,129.399994,129.990005,911400,125.401744
GD,126.610001,126.690002,125.800003,126.400002,1027200,120.683792
HON,94.760002,94.980003,94.269997,94.50,3024500,90.622165
MPEL,28.049999,28.09,27.620001,27.75,2486800,26.33496
LVS,63.84,63.990002,63.02,63.200001,4246900,56.489936
MGM,24.280001,24.309999,23.57,23.77,8371800,23.77
WYNN,186.199997,186.520004,182.00,182.529999,1522600,172.456261
MAR,71.139999,71.230003,70.220001,70.620003,1640500,68.706203
CCL,39.389999,39.389999,39.00,39.18,2506500,37.286269
HLT,24.780001,24.85,24.25,24.40,5286900,24.034574
RCL,67.650002,67.830002,66.980003,67.209999,833400,64.53803
CUK,38.919998,38.970001,38.720001,38.860001,187100,37.031939
H,61.59,61.669998,60.470001,60.790001,274500,60.790001
MCD,92.940002,93.839996,92.82,93.339996,7791300,87.43954
SBUX,75.830002,76.07,74.940002,75.470001,14614800,36.723913
YUM,72.320004,72.430003,71.269999,71.580001,3497900,48.882214
CMG,671.840027,672.640015,663.159973,664.809998,302800,664.809998
DRI,48.959999,49.43,47.279999,47.580002,3593700,43.992254
PNRA,155.369995,155.729996,154.160004,154.740005,364800,154.740005
ARMK,27.15,27.299999,27.10,27.15,569000,26.546519
TJX,60.349998,60.360001,59.52,59.889999,2353200,58.470082
ROST,75.290001,75.660004,74.669998,75.160004,2291000,36.887629
HD,89.379997,89.50,88.459999,88.839996,4593700,85.317796
LOW,53.119999,53.380001,52.669998,52.970001,5443500,51.102066
BBY,32.580002,33.759998,32.580002,33.619999,9987500,30.962071
GME,44.029999,44.400002,43.470001,43.610001,1705400,40.202231
WMT,75.970001,76.050003,75.660004,75.769997,5652300,71.75175
COST,126.25,126.25,125.019997,125.370003,1598300,118.41644
MO,43.189999,43.299999,42.959999,43.16,7312900,39.898263
RAI,57.439999,57.630001,57.110001,57.400002,3743600,26.737654
KO,41.900002,41.919998,41.360001,41.459999,12966800,38.921638
BUD,111.059998,111.209999,110.529999,110.949997,871000,104.315402
TAP,71.419998,72.260002,71.010002,71.800003,3175500,69.050351
PEP,91.599998,91.800003,90.580002,90.870003,3587700,85.842357
MNST,90.980003,91.150002,89.510002,89.889999,861100,89.889999
PG,83.209999,83.379997,82.860001,83.260002,6358500,77.462437
CL,64.18,64.559998,64.080002,64.480003,3230400,61.337265
KMB,107.059995,107.059995,105.550004,106.020003,1277600,95.68602
CLX,89.730003,89.989998,88.709999,88.980003,1075900,83.868495
GIS,53.169998,53.279999,52.66,52.790001,1951800,49.287414
K,64.550003,64.699997,63.830002,63.889999,1996800,60.334327
HSY,92.349998,92.739998,92.029999,92.669998,1375300,88.332731
CBS,57.41,57.419998,56.310001,57.259998,11472500,55.931687
SNI,78.480003,78.580002,77.980003,78.339996,418600,76.041022
TGNA,32.130001,32.18,31.82,32.150002,1467200,30.676189
DISCA,40.439999,40.439999,39.43,39.66,3805300,39.66
NERO,7.50,7.50,7.50,7.50,300,7.50
OMC,71.32,71.339996,70.629997,71.029999,895900,66.87383
GM,33.48,33.599998,33.099998,33.27,11036200,30.495365
F,16.639999,16.68,16.50,16.59,16470100,14.771204
HOG,64.730003,64.889999,64.230003,64.419998,1378400,61.240482
SWHC,10.57,10.60,10.33,10.37,1366900,10.37
CAB,59.040001,59.970001,58.939999,59.740002,930400,59.740002
RGR,51.360001,51.689999,50.52,51.240002,220000,49.091547
TASR,18.290001,18.700001,17.870001,18.43,5038400,18.43
JPM,59.799999,60.41,59.75,60.029999,14373700,56.392057
WFC,51.669998,52.029999,51.52,51.700001,12523700,48.450976
BAC,16.620001,16.83,16.610001,16.790001,117118300,16.344533
C,52.200001,52.860001,52.09,52.380001,18329200,51.738455
USB,42.02,42.41,41.970001,42.200001,7803200,39.974198
GS,180.630005,183.470001,180.630005,183.169998,3358600,178.001083
MS,34.73,35.080002,34.700001,35.009998,10244500,33.551438
AMTD,32.82,33.50,32.82,33.419998,5502300,32.130378
MMC,52.650002,52.91,52.560001,52.689999,1980400,50.217266
AON,86.910004,87.300003,86.68,87.080002,1057900,84.704384
MET,54.880001,55.57,54.790001,55.470001,6328700,51.679952
PRU,89.580002,91.029999,89.400002,90.940002,2821000,85.23953
AFL,59.849998,60.130001,59.389999,59.790001,2074700,56.852071
CB,105.18,105.459999,104.580002,104.889999,1053300,103.063341
ALL,61.080002,61.27,60.759998,61.00,2215700,58.739928
PGR,25.059999,25.26,24.99,25.059999,3827200,23.704247
AIG,55.290001,55.50,55.009998,55.189999,5654300,53.39094
NEM,25.41,25.50,24.92,25.17,7362700,24.955948
NUE,55.009998,55.169998,54.720001,54.959999,1659100,51.089904
AVY,48.740002,48.860001,48.09,48.259998,555800,46.002316
IP,50.25,50.34,49.369999,49.790001,5933300,46.238316
NKE,81.970001,82.00,81.410004,81.839996,5926200,40.040838
UA,70.029999,70.410004,68.620003,69.239998,3603600,34.619999
NFLX,483.650002,484.889977,476.120003,476.550026,13425300,68.078575
T,34.830002,34.91,34.360001,34.50,20210100,30.646537
ED,57.049999,57.189999,56.279999,56.43,1796300,52.209146
FE,34.299999,34.380001,33.939999,34.18,2127600,31.098427
GE,25.969999,25.969999,25.799999,25.870001,24605000,23.999342
AWK,49.50,49.630001,48.919998,49.139999,402400,46.966295
UNP,107.019997,107.900002,106.790001,107.010002,2091900,102.160962
UPS,98.099998,98.410004,97.790001,98.050003,2650900,92.573206
