DOW,2009-06-17,16.02,16.43,15.53,16.129999,18294400,12.717279
MMM,2009-06-17,58.59,59.439999,58.59,59.040001,3826100,49.138493
MRK,2009-06-17,24.450001,24.98,24.43,24.77,23473000,18.801203
MSFT,2009-06-17,23.50,23.82,23.17,23.68,86483100,19.606659
PFE,2009-06-17,14.23,14.70,14.21,14.58,55001400,11.154983
TRV,2009-06-17,42.240002,43.349998,42.23,42.509998,4762600,35.385671
UNH,2009-06-17,24.030001,24.65,23.83,24.02,12144300,21.705102
UTX,2009-06-17,54.459999,55.23,54.349998,54.68,5595600,46.003895
V,2009-06-17,62.459999,63.099998,60.799999,61.349998,32063600,14.541942
VZ,2009-06-17,29.579882,30.039881,29.579882,29.779882,13073100,19.224219
DIS,2009-06-17,23.43,23.950001,23.360001,23.68,8615100,21.457335
AAL,2009-06-17,2.65,2.80,2.55,2.70,7877400,2.634083
DAL,2009-06-17,6.15,6.38,5.93,6.18,13028100,5.968873
LUV,2009-06-17,6.46,6.72,6.39,6.62,11485400,6.370334
UAL,2009-06-17,3.80,4.17,3.71,3.98,15104900,3.98
ATVI,2009-06-17,12.37,12.86,12.33,12.71,10624300,11.687928
AAPL,2009-06-17,136.670004,137.449995,134.529995,135.580006,142853200,17.641842
CSCO,2009-06-17,19.040001,19.49,18.969999,19.200001,48812300,16.430306
GOOGL,2009-06-17,416.189997,419.720002,411.560018,415.159991,6973200,207.787783
MSFT,2009-06-17,23.50,23.82,23.17,23.68,86483100,19.606659
IBM,2009-06-17,107.459999,107.879997,106.879997,107.00,7366200,90.701292
ORCL,2009-06-17,19.719999,20.17,19.700001,19.940001,33324200,18.358218
AMZN,2009-06-17,82.50,84.300003,80.639999,82.650002,7785100,82.650002
LMT,2009-06-17,81.860001,82.550003,81.209999,82.050003,2055100,62.884441
BOE,2009-06-17,16.610001,16.780001,16.51,16.540001,26600,7.616558
NOC,2009-06-17,46.71013,47.430133,46.490131,47.110132,2050000,34.993306
