DOW,2015-05-04,51.84,51.950001,51.599998,51.650002,4087800,48.947504
MMM,2015-05-04,158.399994,159.850006,157.880005,159.020004,2240300,152.809944
MRK,2015-05-04,60.139999,60.950001,60.029999,60.639999,9050400,57.74595
MSFT,2015-05-04,48.369999,48.869999,48.18,48.240002,34039500,46.343576
PFE,2015-05-04,34.110001,34.509998,34.049999,34.32,23590400,32.605067
TRV,2015-05-04,102.18,102.68,102.120003,102.169998,1528900,98.671447
UNH,2015-05-04,113.699997,114.93,113.449997,114.559998,3531500,111.606222
UTX,2015-05-04,115.779999,117.139999,115.699997,116.449997,3925300,112.04822
V,2015-05-04,66.050003,66.139999,65.470001,65.580002,7426400,64.88493
VZ,2015-05-04,50.419998,50.860001,50.290001,50.52,12594800,47.164624
DIS,2015-05-04,111.480003,111.529999,110.50,111.029999,7566200,108.893852
AAL,2015-05-04,49.41,50.080002,48.799999,48.950001,5589800,48.191996
DAL,2015-05-04,45.91,46.50,45.119999,45.290001,9653100,44.416202
LUV,2015-05-04,42.57,42.720001,41.75,41.830002,5539200,41.318551
UAL,2015-05-04,61.939999,62.18,60.59,60.919998,3769700,60.919998
ATVI,2015-05-04,23.110001,23.27,22.92,23.190001,3453000,23.00281
AAPL,2015-05-04,129.50,130.570007,128.259995,128.699997,50988300,124.278227
CSCO,2015-05-04,29.08,29.360001,29.07,29.17,16484100,27.750858
GOOGL,2015-05-04,550.98999,556.690002,547.390015,552.840027,1763000,552.840027
FB,2015-05-04,79.330002,79.690002,78.629997,78.809998,14692000,78.809998
TWTR,2015-05-04,38.720001,38.959999,37.549999,37.880001,27622500,37.880001
MSFT,2015-05-04,48.369999,48.869999,48.18,48.240002,34039500,46.343576
IBM,2015-05-04,174.470001,176.300003,173.699997,173.970001,4028000,164.905645
ORCL,2015-05-04,44.549999,44.849998,44.240002,44.59,9168200,43.573365
AMZN,2015-05-04,424.799988,429.769989,422.420013,423.040009,2270400,423.040009
LMT,2015-05-04,189.199997,190.850006,189.149994,189.690002,912400,181.58063
BOE,2015-05-04,14.06,14.12,14.06,14.07,278000,12.296414
NOC,2015-05-04,156.179993,157.429993,155.529999,155.830002,1028800,151.706398
GD,2015-05-04,139.839996,140.990005,138.929993,140.600006,1697300,136.241051
HON,2015-05-04,102.480003,103.339996,102.330002,102.580002,2382800,99.394584
MPEL,2015-05-04,20.99,21.459999,20.74,20.790001,3438800,19.829049
LVS,2015-05-04,53.470001,54.73,53.330002,53.48,7255400,49.210682
MGM,2015-05-04,20.91,21.620001,20.77,21.27,23156800,21.27
WYNN,2015-05-04,113.279999,118.93,113.150002,117.18,4627000,113.383388
MAR,2015-05-04,81.010002,81.279999,80.059998,80.510002,1678300,78.723137
CCL,2015-05-04,44.639999,44.880001,44.290001,44.330002,2498400,42.684851
HLT,2015-05-04,29.84,30.00,29.32,29.389999,3077000,28.949842
RCL,2015-05-04,68.699997,69.379997,67.849998,68.230003,1992700,66.309425
CUK,2015-05-04,45.98,46.080002,45.599998,45.619999,77800,43.982989
H,2015-05-04,59.119999,59.529999,58.889999,59.23,613600,59.23
MCD,2015-05-04,96.57,98.629997,96.050003,96.129997,8426300,91.638784
SBUX,2015-05-04,50.299999,50.93,50.27,50.450001,7493400,49.48098
YUM,2015-05-04,91.950003,94.129999,90.98,91.010002,14124900,63.215166
CMG,2015-05-04,636.690002,641.960022,633.330017,633.570007,318100,633.570007
DRI,2015-05-04,64.010002,64.339996,63.119999,63.18,1128200,60.127437
PNRA,2015-05-04,183.220001,184.539993,182.770004,183.020004,407000,183.020004
ARMK,2015-05-04,30.879999,31.450001,30.76,31.379999,1031600,30.859354
TJX,2015-05-04,65.599998,65.879997,65.449997,65.540001,3466300,64.328349
ROST,2015-05-04,101.610001,102.029999,100.860001,101.279999,1661400,49.928489
HD,2015-05-04,109.940002,110.449997,109.32,110.059998,3366800,106.74777
LOW,2015-05-04,70.889999,71.410004,70.57,71.25,4888600,69.500331
BBY,2015-05-04,35.18,35.759998,35.16,35.639999,2849500,33.591237
GME,2015-05-04,39.310001,40.16,39.099998,40.119999,878000,37.606451
WMT,2015-05-04,78.980003,79.550003,78.459999,79.18,6669200,75.85268
COST,2015-05-04,145.389999,146.210007,144.610001,145.75,1288800,143.329732
MO,2015-05-04,50.900002,50.900002,50.450001,50.68,4963100,47.812918
RAI,2015-05-04,74.440002,74.57,73.68,74.239998,4902000,35.258146
KO,2015-05-04,40.880001,41.099998,40.77,40.959999,10204800,39.039311
BUD,2015-05-04,120.260002,120.330002,118.230003,118.269997,1735900,114.480591
TAP,2015-05-04,74.099998,74.260002,73.470001,73.650002,906900,71.560993
PEP,2015-05-04,95.449997,96.25,95.260002,95.949997,3729400,91.847951
MNST,2015-05-04,140.729996,144.00,139.559998,141.850006,1487900,141.850006
PG,2015-05-04,80.480003,80.970001,80.300003,80.349998,7203800,76.474393
CL,2015-05-04,67.830002,68.25,67.709999,67.860001,2377400,65.620249
KMB,2015-05-04,111.169998,111.760002,110.400002,110.440002,1422400,105.560588
CLX,2015-05-04,106.510002,107.330002,106.410004,106.510002,1006100,102.53358
GIS,2015-05-04,55.73,55.93,55.669998,55.849998,1425600,53.401871
K,2015-05-04,63.869999,64.43,63.849998,64.129997,2199100,61.485197
HSY,2015-05-04,93.870003,94.650002,93.870003,94.239998,1361900,90.789365
CBS,2015-05-04,62.950001,63.200001,62.50,62.619999,2656400,61.491204
SNI,2015-05-04,70.50,71.949997,70.410004,71.889999,1228300,70.176818
TGNA,2015-05-04,34.939999,35.220001,34.830002,35.029999,1115600,33.817835
DISCA,2015-05-04,32.889999,33.41,32.689999,33.369999,4129100,33.369999
NERO,2015-05-04,13.00,13.00,13.00,13.00,000,13.00
OMC,2015-05-04,76.989998,77.389999,76.809998,77.07,819400,74.022928
GM,2015-05-04,35.50,35.720001,35.400002,35.400002,12020100,33.005961
F,2015-05-04,15.81,15.88,15.75,15.78,15078700,14.45479
HOG,2015-05-04,56.779999,57.060001,56.540001,56.700001,2296500,54.389663
SWHC,2015-05-04,14.98,15.22,14.86,15.19,945500,15.19
CAB,2015-05-04,54.099998,54.25,53.380001,53.709999,883200,53.709999
RGR,2015-05-04,54.849998,58.77,54.50,58.560001,641700,56.499
TASR,2015-05-04,32.830002,34.240002,32.18,33.700001,6235900,33.700001
JPM,2015-05-04,63.68,64.870003,63.639999,64.720001,14972500,62.010646
WFC,2015-05-04,55.27,55.77,55.259998,55.73,9981800,52.919665
BAC,2015-05-04,16.139999,16.450001,16.120001,16.440001,76592300,16.100803
C,2015-05-04,53.849998,54.259998,53.740002,54.169998,15670100,53.528055
USB,2015-05-04,43.07,43.59,42.970001,43.540001,5120000,41.947309
GS,2015-05-04,198.259995,199.720001,197.899994,199.300003,1581600,194.904257
MS,2015-05-04,37.580002,37.939999,37.529999,37.91,7375700,36.690641
AMTD,2015-05-04,36.299999,36.759998,36.099998,36.66,1498400,35.712903
MMC,2015-05-04,56.66,57.099998,56.619999,57.049999,1706900,55.216445
AON,2015-05-04,98.50,98.959999,97.989998,98.800003,786400,96.957442
MET,2015-05-04,52.23,52.57,52.02,52.450001,4087500,49.537186
PRU,2015-05-04,83.370003,84.440002,83.199997,84.190002,2439800,80.039093
AFL,2015-05-04,63.369999,63.799999,63.299999,63.52,1676300,61.184503
CB,2015-05-04,107.68,108.029999,107.279999,107.440002,1429900,106.836202
ALL,2015-05-04,70.00,70.18,69.660004,69.82,4123000,67.797443
PGR,2015-05-04,26.99,27.16,26.91,27.139999,4119700,26.36879
AIG,2015-05-04,58.00,58.459999,57.98,58.200001,5298100,56.558422
NEM,2015-05-04,26.66,26.799999,25.969999,26.049999,5824900,25.891043
NUE,2015-05-04,49.259998,49.439999,48.939999,49.220001,2376500,46.783864
AVY,2015-05-04,56.299999,56.91,56.060001,56.639999,637800,54.732403
IP,2015-05-04,53.810001,54.049999,53.619999,53.740002,2188900,50.643308
NKE,2015-05-04,101.00,101.199997,100.480003,100.830002,4557800,49.617179
UA,2015-05-04,78.110001,78.389999,76.800003,77.110001,5220400,38.555
NFLX,2015-05-04,556.999985,558.000008,552.300011,554.900017,7967400,79.271431
T,2015-05-04,34.41,34.709999,34.25,34.529999,21305000,31.971869
ED,2015-05-04,61.639999,62.540001,61.459999,62.099998,1791900,58.613763
FE,2015-05-04,36.299999,37.049999,36.25,36.650002,2655100,33.976552
GE,2015-05-04,27.360001,27.610001,27.25,27.27,26201700,25.98867
AWK,2015-05-04,54.34,54.990002,54.299999,54.619999,609900,52.805998
UNP,2015-05-04,108.400002,109.419998,107.870003,107.989998,5383300,103.982428
UPS,2015-05-04,101.32,101.959999,101.129997,101.43,2993000,97.049142
