DOW,2003-02-10,28.200001,28.50,27.77,28.43,2329100,17.455226
MMM,2003-02-10,122.480003,123.980003,121.669998,123.669998,3698600,44.153638
MRK,2003-02-10,53.580002,54.580002,53.099998,54.400002,5691600,30.081799
MSFT,2003-02-10,46.799999,47.52,46.540001,47.380001,74081400,16.19423
PFE,2003-02-10,29.370001,29.700001,29.030001,29.57,15356200,17.732696
TRV,2003-02-10,29.639999,30.23,29.639999,30.23,933600,21.351622
UNH,2003-02-10,84.879997,85.900002,84.650002,85.599998,5423200,19.249838
UTX,2003-02-10,63.650002,64.349998,62.779999,63.98,6086800,23.936537
VZ,2003-02-10,37.190072,37.900074,36.680074,37.340073,7028900,17.376745
DIS,2003-02-10,16.33,16.540002,16.080001,16.460002,6215200,13.607134
LUV,2003-02-10,12.57,12.84,12.47,12.84,1439300,12.236226
ATVI,2003-02-10,14.30,14.50,14.05,14.30,4920400,1.643759
AAPL,2003-02-10,14.259999,14.57,14.06,14.35,41972000,0.93362
CSCO,2003-02-10,12.92,13.24,12.78,13.15,55955700,11.253047
MSFT,2003-02-10,46.799999,47.52,46.540001,47.380001,74081400,16.19423
IBM,2003-02-10,77.099998,78.019997,76.449997,77.910004,7949100,61.087701
ORCL,2003-02-10,11.41,11.80,11.38,11.75,33763500,10.789866
AMZN,2003-02-10,21.40,21.41,20.57,21.40,8096500,21.40
LMT,2003-02-10,50.25,50.48,49.59,50.139999,1411700,34.382853
NOC,2003-02-10,91.689839,92.39984,90.669841,91.80984,1805200,29.790225
GD,2003-02-10,65.699997,66.330002,65.139999,65.970001,1994200,24.727978
HON,2003-02-10,23.74,23.790001,23.27,23.629999,3580200,16.9776
MGM,2003-02-10,25.08,25.790001,25.040001,25.549999,2493400,12.775
WYNN,2003-02-10,14.06,14.14,13.70,13.71,54600,8.214345
MAR,2003-02-10,29.36004,30.590036,28.600042,30.550044,7440300,12.423508
CCL,2003-02-10,22.98,23.00,22.549999,22.93,2571600,16.552166
RCL,2003-02-10,14.52,14.52,14.05,14.28,1259900,11.869989
CUK,2003-02-10,25.40,25.48,25.08,25.40,30000,18.742251
MCD,2003-02-10,13.64,13.76,13.56,13.70,4617300,9.338113
SBUX,2003-02-10,21.92,22.24,21.60,22.15,11592800,5.038734
YUM,2003-02-10,21.960001,22.490001,21.540001,22.43,2939700,6.404564
DRI,2003-02-10,20.93,21.08,20.57,21.08,416900,14.902622
PNRA,2003-02-10,27.18,27.639999,26.52,27.10,814300,27.10
TJX,2003-02-10,17.049999,17.299999,16.809999,17.10,7510400,7.321222
ROST,2003-02-10,36.66,37.349998,36.130001,36.810001,16652000,4.03346
HD,2003-02-10,21.450001,21.700001,21.01,21.58,8863200,15.905967
LOW,2003-02-10,34.330002,34.50,33.650002,34.400002,6293000,14.365962
BBY,2003-02-10,26.430001,26.590001,26.040001,26.499999,3363700,13.493952
GME,2003-02-10,7.82,8.00,7.65,7.72,833800,3.243525
WMT,2003-02-10,46.799999,47.099998,46.25,47.02,7758300,35.790697
COST,2003-02-10,28.60,28.83,28.219999,28.68,3104400,22.51244
MO,2003-02-10,37.650002,38.299999,37.509998,38.09,5371100,4.297194
RAI,2003-02-10,40.900002,41.040001,40.299999,40.759998,4172000,2.339519
KO,2003-02-10,39.700001,40.290001,39.349998,40.060001,9055200,13.621335
TAP,2003-02-10,51.450001,51.75,49.639999,50.25,1748000,18.900684
PEP,2003-02-10,38.799999,39.450001,38.799999,39.25,3870800,27.813443
MNST,2003-02-10,4.00992,4.00992,3.94,4.00,81600,0.25
PG,2003-02-10,84.349998,85.010002,84.00,84.870003,7293400,29.283907
CL,2003-02-10,51.599998,51.889999,50.900002,51.50,2825600,18.94411
KMB,2003-02-10,44.999996,45.499999,44.680003,45.179994,1725100,26.854794
CLX,2003-02-10,39.349998,40.360001,39.349998,40.009998,1813700,27.398548
GIS,2003-02-10,44.599998,44.98,44.27,44.82,1983000,15.285845
K,2003-02-10,32.27,32.450001,31.76,32.119999,750000,21.81906
HSY,2003-02-10,64.550003,64.949997,64.050003,64.900002,494200,23.476375
TGNA,2003-02-10,72.099998,72.949997,71.489998,72.269997,872800,47.920314
OMC,2003-02-10,56.950001,57.07,56.189999,56.950001,2616200,22.0734
F,2003-02-10,8.81,8.95,8.69,8.95,5903700,6.560735
HOG,2003-02-10,40.610001,41.34,40.470001,41.34,1644500,32.434027
SWHC,2003-02-10,1.95,1.95,1.80,1.82,12900,1.82
RGR,2003-02-10,9.60,9.60,9.25,9.40,79600,6.542285
TASR,2003-02-10,4.08996,4.10004,3.89004,3.96,210000,0.33
JPM,2003-02-10,22.00,22.299999,21.76,22.10,9080900,15.01186
WFC,2003-02-10,45.400002,45.900002,45.299999,45.82,9184600,15.59993
BAC,2003-02-10,67.940002,68.449997,67.50,68.209999,11253400,24.247243
C,2003-02-10,32.95,33.110001,32.170002,32.89,1533500,256.044147
USB,2003-02-10,20.34,20.549999,20.02,20.50,2582500,13.392149
GS,2003-02-10,65.699997,66.25,64.68,65.739998,3764900,56.476216
MS,2003-02-10,35.91,36.150002,35.060001,36.049999,4483100,23.940022
AMTD,2003-02-10,4.84,4.99,4.75,4.99,752400,3.327046
MMC,2003-02-10,40.950001,41.099998,40.299999,40.799999,1421000,28.204822
AON,2003-02-10,17.85,18.50,17.75,18.469999,1511500,14.944604
MET,2003-02-10,25.940001,26.379999,25.59,26.00,2310800,19.880174
PRU,2003-02-10,30.799999,31.00,29.98,30.40,1958600,22.512614
AFL,2003-02-10,30.969999,31.370001,30.639999,31.370001,1794200,23.754459
CB,2003-02-10,27.67,28.629999,27.67,28.629999,2123700,21.910191
ALL,2003-02-10,31.700001,31.85,31.27,31.83,2692100,22.30328
PGR,2003-02-10,47.580002,49.18,47.580002,49.169998,4006400,8.395049
AIG,2003-02-10,46.700001,47.100001,45.900001,47.000001,565500,703.886783
NEM,2003-02-10,28.50,28.719999,27.549999,27.639999,4064700,23.460383
NUE,2003-02-10,39.880001,40.060001,39.259998,40.049999,7016800,6.615194
AVY,2003-02-10,58.849998,59.18,58.200001,59.040001,392400,39.631659
IP,2003-02-10,35.000006,35.580005,34.700004,35.330002,1691600,22.622264
NKE,2003-02-10,42.650002,43.57,42.549999,43.34,9557600,4.614434
NFLX,2003-02-10,12.23,12.77,12.15,12.47,7305200,0.890714
T,2003-02-10,24.549999,25.00,23.50,24.50,12545900,11.865964
ED,2003-02-10,38.75,39.049999,38.549999,38.810001,880700,20.495116
FE,2003-02-10,29.540001,29.84,29.309999,29.60,1025300,16.08551
GE,2003-02-10,22.610001,22.700001,22.23,22.629999,23560500,14.262563
UNP,2003-02-10,56.189999,56.57,55.549999,56.259998,3316400,10.882344
UPS,2003-02-10,59.200001,59.419998,58.52,59.150002,2395900,41.748212
