DOW,2006-04-04,40.75,40.860001,40.549999,40.720001,4459100,27.942134
MMM,2006-04-04,76.519997,77.989998,76.519997,77.00,3634600,58.686531
MRK,2006-04-04,35.75,35.900002,35.41,35.48,9065900,23.558086
MSFT,2006-04-04,27.60,27.799999,27.469999,27.639999,45470000,21.640747
PFE,2006-04-04,25.23,25.24,25.01,25.10,21777400,16.209876
TRV,2006-04-04,42.23,42.560001,41.959999,42.349998,1885500,32.535295
UNH,2006-04-04,55.400002,55.700001,55.00,55.299999,6934400,49.826741
UTX,2006-04-04,57.93,58.580002,57.560001,58.150002,2204000,45.812024
VZ,2006-04-04,34.590069,34.710068,34.360068,34.600069,7663400,18.361218
DIS,2006-04-04,27.860002,28.250002,27.780002,27.910001,7562000,23.74987
AAL,2006-04-04,40.00,40.599998,39.299999,39.48,891800,38.516142
LUV,2006-04-04,17.950001,18.00,17.85,17.92,2303300,17.150736
UAL,2006-04-04,38.869999,39.830002,38.119999,39.080002,947700,36.545402
ATVI,2006-04-04,13.82,13.97,13.52,13.62,7414400,6.262375
AAPL,2006-04-04,62.099999,62.220002,61.050002,61.169998,232981000,7.959518
CSCO,2006-04-04,21.530001,21.700001,21.40,21.559999,43116400,18.449863
GOOGL,2006-04-04,389.899998,404.899998,388.14001,404.340011,31399900,202.372378
MSFT,2006-04-04,27.60,27.799999,27.469999,27.639999,45470000,21.640747
IBM,2006-04-04,83.050003,83.779999,82.800003,83.449997,3853000,67.10138
ORCL,2006-04-04,13.82,13.91,13.78,13.84,30831800,12.709085
AMZN,2006-04-04,36.139999,37.099998,36.02,36.77,3717800,36.77
LMT,2006-04-04,74.150002,75.18,73.099998,75.00,2129500,54.10713
BOE,2006-04-04,25.790001,25.99,25.67,25.950001,36600,8.418044
NOC,2006-04-04,68.05019,69.400195,67.900189,69.190194,1787100,47.5402
GD,2006-04-04,63.75,65.139999,63.279999,65.089996,2145900,51.110295
HON,2006-04-04,42.259998,43.25,41.799999,43.110001,3010800,33.475683
LVS,2006-04-04,55.830002,58.830002,55.509998,58.799999,2941300,46.669656
MGM,2006-04-04,42.869999,43.389999,42.650002,43.169998,1027500,43.169998
WYNN,2006-04-04,75.019997,77.00,74.809998,76.849998,879100,46.044668
MAR,2006-04-04,70.0101,70.770098,69.540108,70.700099,2318300,29.382592
CCL,2006-04-04,47.459999,47.599998,47.099998,47.18,4789400,35.676791
RCL,2006-04-04,42.599998,42.759998,42.18,42.360001,578700,37.080874
CUK,2006-04-04,49.68,50.009998,49.59,49.68,60700,38.18268
MCD,2006-04-04,34.880001,34.91,34.57,34.66,4283000,24.939126
SBUX,2006-04-04,38.25,38.48,37.970001,38.330002,9335000,17.438797
YUM,2006-04-04,47.720002,48.250001,47.580002,48.009999,2716100,13.930323
CMG,2006-04-04,57.150002,57.470001,56.400002,57.00,167400,57.00
DRI,2006-04-04,40.799999,40.990002,40.32,40.68,1442900,29.210704
PNRA,2006-04-04,73.599998,75.050003,73.300003,74.959999,444100,74.959999
TJX,2006-04-04,24.360001,24.77,24.299999,24.48,13183200,10.74367
ROST,2006-04-04,28.76,29.24,28.76,29.049999,4477600,6.507257
HD,2006-04-04,42.299999,42.700001,42.060001,42.549999,6306000,32.34072
LOW,2006-04-04,64.699997,65.599998,64.550003,65.510002,7030200,27.591921
BBY,2006-04-04,55.599998,57.240002,55.41,57.00,5682500,44.525124
GME,2006-04-04,46.459999,48.040001,46.310001,48.040001,1888200,20.183801
WMT,2006-04-04,46.689999,46.77,46.349998,46.50,8715100,36.550409
COST,2006-04-04,54.540001,54.900002,54.150002,54.700001,2117200,43.773209
MO,2006-04-04,71.300003,71.699997,70.870003,71.080002,10106500,9.491426
RAI,2006-04-04,106.849998,108.00,106.57,106.809998,4234400,7.571747
KO,2006-04-04,41.82,42.130001,41.68,42.080002,9257600,15.427803
TAP,2006-04-04,69.349998,69.68,68.699997,68.849998,677600,27.308694
PEP,2006-04-04,57.919998,57.919998,57.619999,57.810001,3549100,43.207335
MNST,2006-04-04,126.059998,128.630005,125.25,128.240005,6354400,16.030001
PG,2006-04-04,57.830002,58.48,57.77,58.00,8873400,42.407874
CL,2006-04-04,58.099998,58.130001,57.59,57.869999,3564400,22.564475
KMB,2006-04-04,58.450002,58.66,57.840004,58.590002,1386100,38.683253
CLX,2006-04-04,61.040001,61.34,60.639999,61.130001,674000,44.551847
GIS,2006-04-04,50.799999,50.830002,50.41,50.66,3458400,18.407687
