YUM,0.017699115044247787,0.035398230088495575,0.10619469026548672,0.12389380530973451,0.20353982300884957,0.1415929203539823,0.19469026548672566,0.1415929203539823,0.02654867256637168,0.008849557522123894
AAL,0.09210526315789473,0.09210526315789473,0.14473684210526316,0.11842105263157894,0.07894736842105263,0.06578947368421052,0.14473684210526316,0.11842105263157894,0.09210526315789473,0.05263157894736842
NKE,0.008849557522123894,0.0,0.12389380530973451,0.13274336283185842,0.23008849557522124,0.26548672566371684,0.09734513274336283,0.10619469026548672,0.017699115044247787,0.017699115044247787
BAC,0.035398230088495575,0.02654867256637168,0.10619469026548672,0.18584070796460178,0.23893805309734514,0.1592920353982301,0.1592920353982301,0.061946902654867256,0.008849557522123894,0.017699115044247787
CMG,0.02631578947368421,0.05263157894736842,0.11842105263157894,0.17105263157894737,0.18421052631578946,0.21052631578947367,0.10526315789473684,0.02631578947368421,0.05263157894736842,0.05263157894736842
GS,0.0,0.008849557522123894,0.11504424778761062,0.1592920353982301,0.19469026548672566,0.21238938053097345,0.19469026548672566,0.07079646017699115,0.04424778761061947,0.0
NFLX,0.07777777777777778,0.06666666666666667,0.14444444444444443,0.08888888888888889,0.1111111111111111,0.13333333333333333,0.08888888888888889,0.1,0.07777777777777778,0.1111111111111111
MS,0.008849557522123894,0.07964601769911504,0.07079646017699115,0.1504424778761062,0.168141592920354,0.21238938053097345,0.1504424778761062,0.10619469026548672,0.035398230088495575,0.017699115044247787
GM,0.02,0.04,0.12,0.28,0.08,0.14,0.22,0.02,0.04,0.04
MO,0.0,0.017699115044247787,0.061946902654867256,0.20353982300884957,0.23893805309734514,0.1592920353982301,0.17699115044247787,0.11504424778761062,0.017699115044247787,0.008849557522123894
CLX,0.017699115044247787,0.02654867256637168,0.07964601769911504,0.21238938053097345,0.19469026548672566,0.19469026548672566,0.1592920353982301,0.10619469026548672,0.0,0.008849557522123894
GE,0.008849557522123894,0.02654867256637168,0.07079646017699115,0.22123893805309736,0.2743362831858407,0.24778761061946902,0.07079646017699115,0.05309734513274336,0.02654867256637168,0.0
GD,0.017699115044247787,0.04424778761061947,0.061946902654867256,0.13274336283185842,0.17699115044247787,0.2920353982300885,0.18584070796460178,0.05309734513274336,0.02654867256637168,0.008849557522123894
RCL,0.02654867256637168,0.07964601769911504,0.12389380530973451,0.09734513274336283,0.19469026548672566,0.21238938053097345,0.168141592920354,0.04424778761061947,0.04424778761061947,0.008849557522123894
NERO,0.027777777777777776,0.0,0.1388888888888889,0.1388888888888889,0.1111111111111111,0.2777777777777778,0.1388888888888889,0.16666666666666666,0.0,0.0
DRI,0.017699115044247787,0.04424778761061947,0.08849557522123894,0.17699115044247787,0.22123893805309736,0.19469026548672566,0.12389380530973451,0.09734513274336283,0.02654867256637168,0.008849557522123894
AFL,0.0,0.035398230088495575,0.05309734513274336,0.19469026548672566,0.24778761061946902,0.23008849557522124,0.1592920353982301,0.061946902654867256,0.008849557522123894,0.008849557522123894
