DOW,34.73,35.00,33.75,33.950001,2299000,19.556448,-2.2458940397350897
MMM,114.599998,115.400002,111.50,111.650002,3834200,38.654554,-2.574167584191405
MRK,64.480003,64.709999,63.639999,63.720001,5490500,33.982571,-1.17866309652621
MSFT,65.900002,66.25,64.349998,64.480003,66562600,22.03892,-2.154778386804911
PFE,40.950001,41.349998,40.50,40.810001,9786200,23.875083,-0.3418803335316172
TRV,49.610001,49.700001,48.84,48.84,1731400,32.951246,-1.5521084145916335
UNH,62.900002,63.599998,62.509998,62.900002,4155600,14.139328,0.0
UTX,73.00,73.050003,71.099998,71.900002,3425200,26.314175,-1.506846575342465
VZ,54.50011,55.230111,54.280107,55.200109,6548800,24.336893,1.2843992424969386
DIS,27.690001,27.800002,27.010002,27.100001,4020600,21.894572,-2.1307330396990594
LUV,18.60,18.74,18.42,18.50,1254000,17.599644,-0.5376344086021582
ATVI,36.140001,37.14,35.400001,35.979999,22397000,2.757223,-0.44272826666495846
AAPL,22.95,23.070001,20.84,21.14,98817600,1.375382,-7.886710239651411
CSCO,17.709999,17.780001,16.07,16.200001,68598200,13.863071,-8.526245540725325
MSFT,65.900002,66.25,64.349998,64.480003,66562600,22.03892,-2.154778386804911
IBM,104.730003,105.400002,101.599998,101.959999,10266600,79.005031,-2.644900143848941
ORCL,19.09,19.459999,17.559999,17.59,37848700,16.15266,-7.85751702462022
AMZN,16.08,16.120001,15.60,15.61,8642700,15.61,-2.922885572139297
LMT,36.200001,36.599998,36.00,36.490002,1527600,24.70464,0.8011077126765732
NOC,80.999864,81.299863,80.699865,80.819858,1585100,25.614314,-0.2222300027565551
GD,75.199997,75.440002,74.599998,74.660004,831800,27.311078,-0.7180758265189765
HON,34.990002,35.049999,34.330002,34.400002,10480900,23.854846,-1.6861959596344018
MGM,29.07,29.23,28.799999,29.110001,872600,14.555,0.13760233918128714
MAR,46.580076,47.510076,46.240069,47.120059,2453900,18.942266,1.159257447325761
CCL,29.52,30.110001,29.52,29.75,1063800,20.995871,0.7791327913279147
RCL,21.35,21.50,21.02,21.200001,564500,16.880605,-0.7025714285714337
CUK,21.16,21.40,21.16,21.32,33200,15.731685,0.7561436672967871
MCD,26.860001,27.32,26.65,26.90,5415900,17.931248,0.14891659907234597
