DOW,18.10,18.10,17.10,17.10,24047000,13.482051,-5.524861878453039
MMM,57.900002,59.869999,57.900002,59.290001,6007300,49.346566,2.400689036245622
MRK,27.709999,27.85,27.129999,27.530001,20241100,20.608324,-0.6495777932002135
MSFT,21.00,21.50,20.860001,21.40,57317100,17.718855,1.904761904761898
PFE,15.36,15.45,14.70,14.76,70504400,11.292699,-3.906249999999998
TRV,41.84,42.599998,41.310001,41.91,9575800,34.647008,0.1673040152963508
UNH,26.90,27.66,26.66,27.50,8330000,24.849721,2.23048327137547
UTX,53.490002,55.580002,53.209999,55.27,5974800,46.500279,3.3277209449347303
V,68.50,68.949997,65.82,66.660004,43628000,15.800586,-2.6861255474452546
VZ,29.529883,29.599883,29.099885,29.249884,19874200,18.882081,-0.9481886535073644
DIS,24.83,25.26,24.75,25.030001,11990000,22.680621,0.8054812726540489
AAL,2.61,3.02,2.61,2.95,15174800,2.877979,13.02681992337166
DAL,6.09,6.47,5.96,6.43,16400100,6.210332,5.582922824302132
LUV,6.83,6.98,6.71,6.88,13342500,6.615724,0.7320644216691043
UAL,4.77,5.02,4.66,4.97,7611500,4.97,4.192872117400424
ATVI,12.36,12.36,12.07,12.13,10081400,11.154568,-1.8608414239482092
AAPL,136.469999,139.99,136.000002,139.349998,113124900,18.132398,2.1103532066414084
CSCO,19.15,19.77,19.01,19.50,103321500,16.687029,1.8276762402088846
GOOGL,418.729996,429.600005,418.530001,426.560018,6638100,213.493503,1.869945328683829
MSFT,21.00,21.50,20.860001,21.40,57317100,17.718855,1.904761904761898
IBM,106.940002,108.669998,106.669998,108.370003,7725000,91.862609,1.3371993391210055
ORCL,19.75,20.02,19.60,19.92,31616300,18.339804,0.8607594936708948
AMZN,78.209999,84.800003,77.489998,83.050003,10796500,83.050003,6.188472141522476
LMT,83.75,85.290001,83.690002,84.160004,3337400,64.501579,0.48955701492537396
BOE,16.40,17.219999,16.389999,17.15,56500,7.897458,4.573170731707318
NOC,48.000135,49.140139,47.380134,48.570137,3262400,36.077794,1.187500826820596
GD,57.279999,59.450001,57.27,59.310001,2066200,49.245683,3.5439979668994113
HON,33.650002,35.57,33.560001,35.349998,7663400,29.719265,5.051993756196504
MPEL,6.25,6.40,5.84,5.88,4946500,5.495823,-5.920000000000002
LVS,10.17,10.80,10.00,10.77,43242100,8.548167,5.899705014749259
MGM,7.75,8.40,7.64,8.36,40840000,8.36,7.870967741935477
WYNN,38.259998,40.880001,38.060001,40.709999,4991600,27.306497,6.403557574676298
MAR,23.689922,24.999915,23.359924,24.679926,5994700,21.158003,4.17900911619717
CCL,25.870001,27.09,25.75,26.68,5485700,22.309101,3.1310358279460493
RCL,15.74,16.25,15.14,15.92,3551200,14.524839,1.1435832274459956
CUK,26.83,27.75,26.76,27.34,332000,23.252803,1.9008572493477511
MCD,59.18,59.990002,58.919998,59.849998,7746100,47.002766,1.1321358567083468
SBUX,14.57,14.99,14.41,14.92,23233000,6.788073,2.402196293754287
YUM,34.990002,35.960002,34.860002,35.890002,7233200,22.052183,2.5721633282558996
CMG,80.540001,84.830002,80.00,84.559998,672800,84.559998,4.991304879670897
DRI,36.77,38.099998,36.630001,37.59,2376300,28.755561,2.230078868642916
PNRA,53.880001,54.93,53.080002,53.849998,1036200,53.849998,-0.055684854200356584
TJX,29.90,30.940001,29.59,30.719999,16158000,14.078121,2.742471571906364
ROST,39.41,40.279999,39.119999,39.91,12330000,9.231977,1.2687135244861711
HD,23.59,24.43,23.389999,24.16,18094400,20.077552,2.4162780839338716
LOW,19.23,20.360001,19.23,20.18,17693200,17.653636,4.940197607904313
BBY,35.669998,38.200001,35.360001,37.630001,8622400,30.444369,5.494822287346358
GME,25.17,26.50,25.00,25.799999,5634000,21.679519,2.502975764799356
WMT,50.18,50.700001,49.580002,50.59,19992500,42.148493,0.8170585890793218
COST,49.200001,49.98,48.75,49.700001,4680700,41.162997,1.016260141945932
MO,17.190001,17.25,17.10,17.190001,11991600,11.55946,0.0
RAI,40.290001,40.599998,39.869999,39.98,7448400,6.757715,-0.7694241556360343
KO,49.25,49.450001,48.720001,49.02,42668400,19.570217,-0.4670050761421256
TAP,44.43,45.34,43.869999,44.630001,3796700,37.383145,0.4501485482781911
PEP,52.27,53.389999,52.25,53.130001,8262500,42.566384,1.645305146355456
MNST,36.650002,36.650002,35.299999,36.130001,5350400,18.065001,-1.4188293905140867
PG,52.549999,53.650002,52.360001,53.360001,12487300,42.09118,1.5413929884185102
CL,66.290001,69.559998,66.290001,69.419998,14844800,29.101888,4.721672880952291
KMB,52.309996,53.610002,51.969997,53.480001,3032400,39.200363,2.2366757588740844
CLX,52.84,53.34,52.43,52.580002,2614100,41.676353,-0.4920476911430792
GIS,51.509998,51.889999,50.91,51.169998,9309200,20.319971,-0.6600660322293226
K,43.630001,44.009998,43.389999,43.849998,1934000,35.223024,0.5042333141362966
HSY,35.50,35.630001,35.240002,35.439999,1172100,29.724758,-0.16901690140845
CBS,7.51,8.78,7.51,8.74,21354600,7.956819,16.378162450066583
SNI,28.110001,29.190001,28.110001,29.040001,1276800,26.954025,3.3084310455912105
TGNA,4.83,5.29,4.77,5.07,6767500,4.137164,4.968944099378887
DISCA,22.570003,22.999995,22.08001,22.399998,5081900,11.44609,-0.7532342818031514
OMC,30.84,32.50,30.83,32.369999,3932100,27.096626,4.961086251621271
F,5.95,6.23,5.88,6.13,111714500,5.101026,3.0252100840336085
HOG,17.48,18.610001,17.110001,18.450001,5093100,16.195284,5.54920480549199
SWHC,5.45,5.55,5.32,5.46,1122800,5.46,0.1834862385321062
CAB,13.54,13.80,13.36,13.66,548400,13.66,0.8862629246676588
RGR,12.15,12.25,11.85,11.99,408500,9.910502,-1.3168724279835402
TASR,4.41,4.63,4.40,4.56,580900,4.56,3.401360544217675
JPM,37.400002,37.73,35.77,36.110001,90184500,30.512745,-3.449200350310152
WFC,25.76,26.049999,25.00,25.43,122370300,21.480007,-1.281055900621125
BAC,11.41,11.75,11.21,11.21,350813400,10.675037,-1.7528483786152436
C,3.76,3.77,3.66,3.69,23989200,36.318082,-1.8617021276595702
USB,19.52,19.52,18.639999,18.90,36465200,16.288518,-3.1762295081967262
GS,145.800003,147.369995,143.309998,144.330002,18403800,131.472194,-1.0082311178004546
MS,30.67,31.299999,29.67,29.889999,31242100,27.302117,-2.543205086403659
AMTD,17.200001,17.74,17.139999,17.370001,5955300,14.95844,0.9883720355597546
MMC,19.02,19.219999,18.719999,19.08,6445200,15.621712,0.3154574132492046
AON,36.25,36.360001,35.490002,35.650002,3168700,32.569037,-1.6551668965517223
MET,31.940001,32.290001,31.059999,31.51,8994600,25.900842,-1.3462773529656347
PRU,39.509998,39.970001,38.509998,39.52,10707300,32.197892,0.025315111380162725
AFL,36.169998,37.619999,35.830002,36.259998,8119700,30.140966,0.2488250068468442
CB,44.490002,44.810001,43.860001,44.470001,1653700,38.51972,-0.044956167904855335
ALL,25.860001,26.40,25.540001,26.139999,6270300,22.076523,1.0827455111080586
PGR,16.43,16.83,16.07,16.68,6972500,12.673631,1.5216068167985393
AIG,1.70,1.71,1.65,1.66,2368100,26.34877,-2.35294117647059
NEM,48.880001,49.84,47.779999,47.990002,9924700,42.832354,-1.8207835143047624
NUE,44.950001,47.099998,44.720001,46.98,9740300,36.60631,4.516126707093948
AVY,27.559999,28.530001,27.35,28.18,1696700,23.183107,2.2496408653715787
IP,14.609997,14.96,14.509996,14.609997,7843800,11.665578,0.0
NKE,57.860001,59.950001,57.560001,59.259998,17614400,13.378177,2.419628371593022
UA,24.99,25.33,24.58,25.23,4768000,3.15375,0.9603841536614727
NFLX,39.990001,41.199998,39.730001,40.939999,9718100,5.848571,2.375588837819736
T,24.969999,25.110001,24.559999,24.639999,27941800,16.298789,-1.3215859560106584
ED,35.52,36.290001,35.52,36.23,2240900,26.620747,1.9988738738738563
FE,38.139999,39.389999,37.959999,39.32,3124300,26.860124,3.093867412004906
GE,13.82,13.99,13.51,13.86,86398700,10.867476,0.289435600578865
AWK,16.75,17.23,16.75,16.799999,814300,13.61676,0.2985014925373115
UNP,50.639999,53.23,49.779999,51.970001,15566400,22.403955,2.62638630778804
UPS,52.200001,53.00,51.509998,52.560001,6763300,42.555221,0.6896551592020074
