DOW,32.959999,33.16,32.900002,33.02,1755900,19.221331,0.18204187445515319
MMM,98.459999,99.800003,97.449997,98.440002,2936400,34.271938,-0.020309770671427068
MRK,68.300003,68.470001,67.139999,67.93,3557300,36.417656,-0.5417320406266994
MSFT,57.50,57.57,54.189999,54.560001,99477600,18.648316,-5.113041739130435
PFE,40.939999,40.98,40.459999,40.740002,7333500,23.898139,-0.4885124691869272
TRV,44.00,46.75,43.84,45.669998,1810400,31.034361,3.7954499999999993
UNH,68.099998,68.379997,67.260002,68.080002,5490000,15.303744,-0.02936270277130716
UTX,51.75,51.880001,50.299999,51.00,5209000,18.723561,-1.4492753623188406
VZ,54.490108,54.910109,54.260107,54.450108,5303100,24.175612,-0.07340781926877288
DIS,18.550002,19.100001,18.500001,19.100001,6615200,15.43123,2.9649538582259978
LUV,15.30,15.36,15.00,15.12,2656700,14.388189,-1.1764705882353037
ATVI,30.180001,31.880001,29.950001,31.570001,7687600,2.419275,4.6056989858946675
AAPL,16.05,16.20,15.630001,16.000001,43506400,1.04097,-0.3115202492211818
CSCO,15.04,15.10,14.48,14.59,62928100,12.485321,-2.99202127659574
MSFT,57.50,57.57,54.189999,54.560001,99477600,18.648316,-5.113041739130435
IBM,98.50,98.50,96.760002,97.139999,7525300,75.369502,-1.3807116751269004
ORCL,14.02,14.05,13.42,13.70,28599600,12.580525,-2.2824536376604874
AMZN,7.11,7.12,6.67,6.91,2766800,6.91,-2.8129395218002835
LMT,49.110001,49.25,47.549999,47.549999,5129400,32.281576,-3.1765464635197165
NOC,107.499817,109.449815,106.499815,108.96981,4117900,34.707087,1.3674376766613494
GD,94.739998,94.75,90.720001,90.730003,5748000,33.422149,-4.232631501638837
HON,28.50,28.65,27.59,28.440001,3058400,19.821708,-0.21052280701754825
MGM,22.610001,22.610001,21.84,22.01,2178200,11.005,-2.653697361623287
MAR,31.60004,31.650049,30.790055,30.880054,3352900,12.439786,-2.2784338247673066
CCL,22.030001,22.030001,21.379999,21.40,1883400,15.152818,-2.859741132104352
RCL,10.00,10.01,9.31,9.48,4274300,7.607975,-5.199999999999996
CUK,12.72,12.72,12.40,12.64,21800,9.326853,-0.6289308176100634
MCD,28.09,28.870001,28.049999,28.790001,2439700,19.191102,2.491993592025633
SBUX,17.01,17.120001,16.35,16.440001,10286400,3.73981,-3.3509641387419324
YUM,41.740001,41.96,41.500002,41.82,1539600,5.97055,0.19166027331911376
DRI,29.299996,29.299996,28.480004,28.680001,1330000,13.478747,-2.116024179662002
PNRA,34.810001,36.330002,34.650002,35.82,168200,17.91,2.901462140147599
TJX,33.599998,33.599998,32.900002,33.119999,4870800,7.028884,-1.4285685374147923
ROST,28.99,29.51,28.33,29.33,9029600,3.193687,1.1728182131769571
HD,39.200001,39.200001,37.549999,37.900002,8105400,27.733699,-3.3163238949917364
LOW,31.200001,31.35,30.40,30.40,9306400,12.655356,-2.5641056870479
BBY,48.300001,48.300001,46.789999,47.350001,5760000,16.073928,-1.9668736652821244
WMT,51.50,52.200001,51.00,52.080002,8068400,39.382414,1.126217475728156
COST,34.27,34.330002,33.099998,33.540001,3020800,26.32731,-2.130140064196109
MO,50.799999,50.970001,50.41,50.970001,7800500,5.387424,0.33464961288681083
RAI,60.599998,61.00,59.860001,60.400002,2095200,3.194846,-0.3300264135322228
KO,45.75,46.240002,45.48,46.18,5939800,15.391183,0.939890710382513
TAP,44.029999,44.849998,43.970001,44.400002,274800,16.425185,0.840342967075707
PEP,48.630001,49.209999,48.43,48.93,4564100,34.115985,0.6169010771766171
MNST,3.50,3.50,3.40,3.50,118400,0.21875,0.0
PG,72.25,73.779999,72.099998,72.540001,5418200,24.133698,0.4013854671280328
CL,57.099998,57.50,56.50,57.259998,1924200,20.644341,0.28021016743293703
KMB,61.04,61.199997,60.310003,61.000002,847200,35.34847,-0.06552752293577506
CLX,36.400002,36.59,35.900002,36.139999,519400,23.956828,-0.7142939167970308
GIS,43.189999,43.200001,42.68,42.93,1932800,14.214258,-0.6019889002544329
K,29.00,29.10,28.91,29.059999,1204300,19.002099,0.20689310344828016
HSY,63.599998,63.599998,62.549999,63.169998,791400,22.336774,-0.676100650191844
TGNA,60.400002,60.830002,59.950001,60.25,419000,39.317767,-0.24834767389577345
